node_id,workspace,layer,node_kind,label,source_file,source_id,evidence_status,semantics_status,notes
RG-FLD-SURFACE-CLASS,WS-RING,optimized,field,Класс шероховатости или профиль,ring_editor_field_catalog_v13.csv,RG-FLD-SURFACE-CLASS,designed_target,pending,data_type=text; scope=segment
RG-FLD-SINE-AMPLITUDE,WS-RING,optimized,field,Амплитуда синусоиды,ring_editor_field_catalog_v13.csv,RG-FLD-SINE-AMPLITUDE,designed_target,pending,data_type=number; scope=segment; unit=мм
RG-FLD-SINE-WAVELENGTH,WS-RING,optimized,field,Длина волны синусоиды,ring_editor_field_catalog_v13.csv,RG-FLD-SINE-WAVELENGTH,designed_target,pending,data_type=number; scope=segment; unit=м
RG-FLD-PHASE-RIGHT,WS-RING,optimized,field,Фаза правой колеи,ring_editor_field_catalog_v13.csv,RG-FLD-PHASE-RIGHT,designed_target,pending,data_type=number; scope=segment; unit=градусы
RG-FLD-RANDOM-PHASES,WS-RING,optimized,field,Случайные фазы,ring_editor_field_catalog_v13.csv,RG-FLD-RANDOM-PHASES,designed_target,pending,data_type=checkbox; scope=segment
RG-FLD-TARGET-SPEED,WS-RING,optimized,field,Целевая скорость прохождения,ring_editor_field_catalog_v13.csv,RG-FLD-TARGET-SPEED,designed_target,pending,data_type=number; scope=segment; unit=км/ч
RG-FLD-PASSAGE-MODE,WS-RING,optimized,field,Режим прохождения сегмента,ring_editor_field_catalog_v13.csv,RG-FLD-PASSAGE-MODE,designed_target,pending,data_type=enum; scope=segment
RG-FLD-NOTE,WS-RING,optimized,field,Комментарий сегмента,ring_editor_field_catalog_v13.csv,RG-FLD-NOTE,designed_target,pending,data_type=multiline_text; scope=segment
RG-FLD-AUTO-CLOSE,WS-RING,optimized,field,Автозамыкание последнего сегмента,ring_editor_field_catalog_v13.csv,RG-FLD-AUTO-CLOSE,designed_target,pending,data_type=readonly_checkbox; scope=last_segment
RG-FLD-START-STATE-DERIVED,WS-RING,optimized,field,Начало текущего сегмента,ring_editor_field_catalog_v13.csv,RG-FLD-START-STATE-DERIVED,designed_target,pending,data_type=derived_readonly; scope=segment
RG-FLD-LEFT-RUT-HEIGHT,WS-RING,optimized,field,Высота левой колеи,ring_editor_field_catalog_v13.csv,RG-FLD-LEFT-RUT-HEIGHT,designed_target,pending,data_type=derived_readonly; scope=segment; unit=мм
RG-FLD-RIGHT-RUT-HEIGHT,WS-RING,optimized,field,Высота правой колеи,ring_editor_field_catalog_v13.csv,RG-FLD-RIGHT-RUT-HEIGHT,designed_target,pending,data_type=derived_readonly; scope=segment; unit=мм
RG-FLD-SEAM-DELTA,WS-RING,optimized,field,Расхождение шва,ring_editor_field_catalog_v13.csv,RG-FLD-SEAM-DELTA,designed_target,pending,data_type=derived_readonly; scope=global; unit=мм
RG-FLD-SEAM-STATUS,WS-RING,optimized,field,Статус шва,ring_editor_field_catalog_v13.csv,RG-FLD-SEAM-STATUS,designed_target,pending,data_type=derived_readonly; scope=global
RG-FLD-EXPORT-ROAD-CSV,WS-RING,optimized,field,Путь road_csv,ring_editor_field_catalog_v13.csv,RG-FLD-EXPORT-ROAD-CSV,designed_target,pending,data_type=readonly_path; scope=export
RG-FLD-EXPORT-SCENARIO-JSON,WS-RING,optimized,field,Путь scenario_json,ring_editor_field_catalog_v13.csv,RG-FLD-EXPORT-SCENARIO-JSON,designed_target,pending,data_type=readonly_path; scope=export
RG-FLD-EXPORT-META-ROAD,WS-RING,optimized,field,Сводка meta road segments,ring_editor_field_catalog_v13.csv,RG-FLD-EXPORT-META-ROAD,designed_target,pending,data_type=readonly_text; scope=export
RG-FLD-SUITE-LINK-MODE,WS-RING,optimized,field,Режим связи с матрицей испытаний,ring_editor_field_catalog_v13.csv,RG-FLD-SUITE-LINK-MODE,designed_target,pending,data_type=enum; scope=suite_handoff
RG-FLD-SUITE-TARGET-TEST-ID,WS-RING,optimized,field,Целевое испытание,ring_editor_field_catalog_v13.csv,RG-FLD-SUITE-TARGET-TEST-ID,designed_target,pending,data_type=entity_link; scope=suite_handoff
RG-FLD-SUITE-STAGE,WS-RING,optimized,field,Стадия испытания,ring_editor_field_catalog_v13.csv,RG-FLD-SUITE-STAGE,designed_target,pending,data_type=integer; scope=suite_handoff; unit=шт.
RG-FLD-SUITE-DT,WS-RING,optimized,field,Шаг интегрирования испытания,ring_editor_field_catalog_v13.csv,RG-FLD-SUITE-DT,designed_target,pending,data_type=number; scope=suite_handoff; unit=с
RG-FLD-SUITE-T-END,WS-RING,optimized,field,Время моделирования испытания,ring_editor_field_catalog_v13.csv,RG-FLD-SUITE-T-END,designed_target,pending,data_type=number; scope=suite_handoff; unit=с
RG-FLD-SUITE-TYPE,WS-RING,optimized,field,Тип испытания,ring_editor_field_catalog_v13.csv,RG-FLD-SUITE-TYPE,designed_target,pending,data_type=enum; scope=suite_handoff
RG-FLD-VALIDATION-LEVEL,WS-RING,optimized,field,Уровень проверки перед экспортом,ring_editor_field_catalog_v13.csv,RG-FLD-VALIDATION-LEVEL,designed_target,pending,data_type=enum; scope=export
RG-FLD-DIAGNOSTIC-REPORT,WS-RING,optimized,field,Диагностический отчёт кольца,ring_editor_field_catalog_v13.csv,RG-FLD-DIAGNOSTIC-REPORT,designed_target,pending,data_type=readonly_text; scope=export
RG-TASK-CREATE,WS-RING,optimized,task,Создать или импортировать сценарий,manual_operational_model,RG-TASK-CREATE,designed_target,pending,Operational node for internal action→feedback graph.
RG-TASK-EDIT-GLOBAL,WS-RING,optimized,task,Отредактировать глобальные параметры кольца,manual_operational_model,RG-TASK-EDIT-GLOBAL,designed_target,pending,Operational node for internal action→feedback graph.
RG-TASK-SELECT-SEGMENT,WS-RING,optimized,task,"Выбрать сегмент в списке, на плане или профиле",manual_operational_model,RG-TASK-SELECT-SEGMENT,designed_target,pending,Operational node for internal action→feedback graph.
RG-TASK-EDIT-SEG0,WS-RING,optimized,task,Редактировать старт и конец сегмента 0,manual_operational_model,RG-TASK-EDIT-SEG0,designed_target,pending,Operational node for internal action→feedback graph.
RG-TASK-EDIT-SEGMENT,WS-RING,optimized,task,Редактировать конец выбранного сегмента,manual_operational_model,RG-TASK-EDIT-SEGMENT,designed_target,pending,Operational node for internal action→feedback graph.
RG-TASK-SET-TURN,WS-RING,optimized,task,Задать явный тип поворота сегмента,manual_operational_model,RG-TASK-SET-TURN,designed_target,pending,Operational node for internal action→feedback graph.
RG-TASK-SET-LONG,WS-RING,optimized,task,Задать продольный профиль по конечной высоте,manual_operational_model,RG-TASK-SET-LONG,designed_target,pending,Operational node for internal action→feedback graph.
RG-TASK-SET-CROSSFALL,WS-RING,optimized,task,Задать поперечный уклон одним параметром,manual_operational_model,RG-TASK-SET-CROSSFALL,designed_target,pending,Operational node for internal action→feedback graph.
RG-TASK-CHECK-SEAM,WS-RING,optimized,task,Проверить шов и автозамыкание,manual_operational_model,RG-TASK-CHECK-SEAM,designed_target,pending,Operational node for internal action→feedback graph.
RG-TASK-GENERATE-PREVIEW,WS-RING,optimized,task,Сгенерировать предварительный просмотр,manual_operational_model,RG-TASK-GENERATE-PREVIEW,designed_target,pending,Operational node for internal action→feedback graph.
RG-TASK-EXPORT,WS-RING,optimized,task,Экспортировать сценарий,manual_operational_model,RG-TASK-EXPORT,designed_target,pending,Operational node for internal action→feedback graph.
RG-TASK-HANDOFF-SUITE,WS-RING,optimized,task,Передать сценарий в набор испытаний,manual_operational_model,RG-TASK-HANDOFF-SUITE,designed_target,pending,Operational node for internal action→feedback graph.
RG-CHECK-EMPTY,WS-RING,optimized,check,"Проверка, что сценарий создан и сегменты существуют",manual_operational_model,RG-CHECK-EMPTY,designed_target,pending,Operational node for internal action→feedback graph.
RG-CHECK-TURN,WS-RING,optimized,check,"Проверка, что поворот задан явно, а не выведен по телеметрии",manual_operational_model,RG-CHECK-TURN,designed_target,pending,Operational node for internal action→feedback graph.
RG-CHECK-LONG,WS-RING,optimized,check,Проверка продольного профиля по началу и концам сегментов,manual_operational_model,RG-CHECK-LONG,designed_target,pending,Operational node for internal action→feedback graph.
RG-CHECK-CROSSFALL,WS-RING,optimized,check,Проверка единственного параметра поперечного уклона,manual_operational_model,RG-CHECK-CROSSFALL,designed_target,pending,Operational node for internal action→feedback graph.
RG-CHECK-SEAM,WS-RING,optimized,check,Проверка шва последний → первый,manual_operational_model,RG-CHECK-SEAM,designed_target,pending,Operational node for internal action→feedback graph.
RG-CHECK-EXPORT,WS-RING,optimized,check,Проверка актуальности export artifacts,manual_operational_model,RG-CHECK-EXPORT,designed_target,pending,Operational node for internal action→feedback graph.
RG-BLOCK-EMPTY,WS-RING,optimized,block,Сценарий пуст: нет сегментов для генерации и экспорта,manual_operational_model,RG-BLOCK-EMPTY,designed_target,pending,Operational node for internal action→feedback graph.
RG-BLOCK-FIELDS,WS-RING,optimized,block,Не заполнены обязательные поля сегмента,manual_operational_model,RG-BLOCK-FIELDS,designed_target,pending,Operational node for internal action→feedback graph.
RG-BLOCK-SEAM,WS-RING,optimized,block,Шов кольца не согласован,manual_operational_model,RG-BLOCK-SEAM,designed_target,pending,Operational node for internal action→feedback graph.
RG-BLOCK-EXPORT-STALE,WS-RING,optimized,block,Экспорт устарел после правки сценария,manual_operational_model,RG-BLOCK-EXPORT-STALE,designed_target,pending,Operational node for internal action→feedback graph.
RG-FEEDBACK-SELECTION-SYNC,WS-RING,optimized,feedback,"Выбор сегмента синхронно виден в списке, плане, профиле и inspector",manual_operational_model,RG-FEEDBACK-SELECTION-SYNC,designed_target,pending,Operational node for internal action→feedback graph.
RG-FEEDBACK-PLAN-PROFILE,WS-RING,optimized,feedback,"План кольца, продольный профиль и поперечный уклон обновлены синхронно",manual_operational_model,RG-FEEDBACK-PLAN-PROFILE,designed_target,pending,Operational node for internal action→feedback graph.
RG-FEEDBACK-TURN,WS-RING,optimized,feedback,Явный тип поворота сегмента виден текстом и графически,manual_operational_model,RG-FEEDBACK-TURN,designed_target,pending,Operational node for internal action→feedback graph.
RG-FEEDBACK-SEAM,WS-RING,optimized,feedback,Статус шва кольца виден на текущем экране,manual_operational_model,RG-FEEDBACK-SEAM,designed_target,pending,Operational node for internal action→feedback graph.
RG-FEEDBACK-AUTOCLOSE,WS-RING,optimized,feedback,Последний сегмент автозамыкается на сегмент 0 и помечен как locked,manual_operational_model,RG-FEEDBACK-AUTOCLOSE,designed_target,pending,Operational node for internal action→feedback graph.
RG-FEEDBACK-EXPORT,WS-RING,optimized,feedback,Экспорт сценария и связанные артефакты готовы и видимы,manual_operational_model,RG-FEEDBACK-EXPORT,designed_target,pending,Operational node for internal action→feedback graph.
RG-LOOP-EDIT-SYNC,WS-RING,optimized,loop,Правка сегмента ↔ синхронный preview,manual_operational_model,RG-LOOP-EDIT-SYNC,designed_target,pending,Operational node for internal action→feedback graph.
RG-LOOP-SEAM-FIX,WS-RING,optimized,loop,Исправить шов → повторная проверка,manual_operational_model,RG-LOOP-SEAM-FIX,designed_target,pending,Operational node for internal action→feedback graph.
RG-LOOP-EXPORT-REVALIDATE,WS-RING,optimized,loop,После правки экспорт помечается stale и требует пересборки,manual_operational_model,RG-LOOP-EXPORT-REVALIDATE,designed_target,pending,Operational node for internal action→feedback graph.
TREE-WS-OPTIMIZATION,WS-OPTIMIZATION,current,tree_entry,Оптимизация,optimization_screen_blueprints_v16.csv,tree_entry,canonical_requirement,keep,Прямое открытие из дерева должно стать обязательным.
CUR-OPT-HOME-SPLIT,WS-OPTIMIZATION,current,current_defect,Оптимизация размазана между главной поверхностью и отдельной страницей,live_evidence,CUR-OPT-HOME-SPLIT,evidence_bound,pending,Ранняя путаница старта.
CUR-OPT-ENTRY,WS-OPTIMIZATION,current,current_entry,Открыть страницу оптимизации,live_evidence,CUR-OPT-ENTRY,evidence_bound,pending,Подтверждён live route.
CUR-OPT-MODE-CHOOSER,WS-OPTIMIZATION,current,current_surface,Single-mode chooser на странице оптимизации,live_evidence,CUR-OPT-MODE-CHOOSER,evidence_bound,pending,Это уже хороший текущий слой.
CUR-OPT-OBJECTIVE-DRIFT,WS-OPTIMIZATION,current,current_defect,Контракт цели staged/distributed может читаться неравномерно,live_evidence,CUR-OPT-OBJECTIVE-DRIFT,evidence_bound,pending,Даже после HF8 требует явной surfacing.
CUR-OPT-UNDERFILL-HIDDEN,WS-OPTIMIZATION,current,current_defect,Причина недобора seed budget и promotion может читаться не сразу,live_evidence,CUR-OPT-UNDERFILL-HIDDEN,evidence_bound,pending,"Live stage-policy слой был добит серией hotfix, но маршрут остаётся сложным."
TREE-WS-OPTIMIZATION,WS-OPTIMIZATION,optimized,tree_entry,Оптимизация,v13-v21/v16/v19+v18,TREE-WS-OPTIMIZATION,designed_target,pending,Canonical target-layer.
ROOT-WS-OPTIMIZATION,WS-OPTIMIZATION,optimized,workspace,Оптимизация,v13-v21/v16/v19+v18,ROOT-WS-OPTIMIZATION,designed_target,pending,Canonical target-layer.
DOCK-TREE-WS-OPTIMIZATION,WS-OPTIMIZATION,optimized,dock,Левое дерево,v13-v21/v16/v19+v18,DOCK-TREE-WS-OPTIMIZATION,designed_target,pending,Canonical target-layer.
DOCK-INSPECTOR-WS-OPTIMIZATION,WS-OPTIMIZATION,optimized,dock,Правый inspector и help,v13-v21/v16/v19+v18,DOCK-INSPECTOR-WS-OPTIMIZATION,designed_target,pending,Canonical target-layer.
DOCK-STATUS-WS-OPTIMIZATION,WS-OPTIMIZATION,optimized,dock,Нижний статус и прогресс,v13-v21/v16/v19+v18,DOCK-STATUS-WS-OPTIMIZATION,designed_target,pending,Canonical target-layer.
OPT-SCR-01,WS-OPTIMIZATION,optimized,screen,Оптимизация — обзор и контракт,optimization_screen_blueprints_v16.csv,OPT-SCR-01,designed_target,pending,Screen blueprint canonical source.
OPT-SCR-02,WS-OPTIMIZATION,optimized,screen,Оптимизация — objective contract и hard gate,optimization_screen_blueprints_v16.csv,OPT-SCR-02,designed_target,pending,Screen blueprint canonical source.
