node_id,scope,surface,kind,label_current,label_recommended,semantic_issue,severity,why_it_hurts,status,semantic_quality_score_1_5
OPT-CHECK-SUITE,optimized,WS-OPTIMIZATION,check,"Проверка, что validated suite snapshot готов","Проверка, что validated suite snapshot готов",none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-CHECK-CONTRACT,optimized,WS-OPTIMIZATION,check,Проверка полноты objective contract и hard gate,Проверка полноты контракт целевых показателей и hard условие допуска,jargon+mixed_language,medium,Заменить на «контракт целевых показателей». Заменить на «ограничение» / «условие допуска».,rewrite,3
OPT-CHECK-MODE,optimized,WS-OPTIMIZATION,check,Проверка единственного активного режима,Проверка единственного активного режима,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-CHECK-RUN-ID,optimized,WS-OPTIMIZATION,check,Проверка identity problem hash / objective contract,Проверка identity problem хэш / контракт целевых показателей,implementation_leak+mixed_language,high,Заменить на «контракт целевых показателей». Заменить на «хэш» или скрыть в advanced/provenance. ,rewrite,1
OPT-CHECK-HISTORY,optimized,WS-OPTIMIZATION,check,Проверка совместимости historical run с текущим контрактом,Проверка совместимости historical run с текущим контрактом,mixed_language,medium,Показывать русские эквиваленты и provenance.,rewrite,3
OPT-BLOCK-BASELINE,optimized,WS-OPTIMIZATION,block,Нет active baseline или он невалиден,Нет активный базовый прогон или он невалиден,mixed_language,medium,В пользовательском слое предпочесть «базовый прогон».,rewrite,3
OPT-BLOCK-SUITE,optimized,WS-OPTIMIZATION,block,Набор испытаний устарел или невалиден,Набор испытаний устарел или невалиден,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-BLOCK-CONTRACT,optimized,WS-OPTIMIZATION,block,Контракт цели/ограничения не подтверждён,Контракт цели/ограничения не подтверждён,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-BLOCK-UNDERFILL,optimized,WS-OPTIMIZATION,block,Стадия недобрала seed budget,Стадия недобрала seed budget,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-BLOCK-HISTORY,optimized,WS-OPTIMIZATION,block,Исторический прогон собран по другому контракту,Исторический прогон собран по другому контракту,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-FEEDBACK-MODE,optimized,WS-OPTIMIZATION,feedback,Активный режим виден крупно и однозначно,Активный режим виден крупно и однозначно,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-FEEDBACK-CONTRACT,optimized,WS-OPTIMIZATION,feedback,Стек целей и жёсткое ограничение видны на одном уровне,Стек целей и жёсткое ограничение видны на одном уровне,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-FEEDBACK-STAGE,optimized,WS-OPTIMIZATION,feedback,"Текущая стадия, live rows и elapsed budget видны на текущем экране","Текущая стадия, live rows и elapsed budget видны на текущем экране",none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-FEEDBACK-UNDERFILL,optimized,WS-OPTIMIZATION,feedback,"Underfill, gate reasons и selected counts видны на текущем экране","недобор бюджета стадии, условие допуска reasons и selected counts видны на текущем экране",jargon,medium,Заменить на «ограничение» / «условие допуска». Заменить на объяснимую формулировку о недоборе бюджета.,rewrite,3
OPT-FEEDBACK-PROMOTION,optimized,WS-OPTIMIZATION,feedback,Причины promotion и blocked promotion видны на текущем экране,Причины продвижение кандидата и blocked продвижение кандидата видны на текущем экране,jargon,medium,Заменить на «продвижение кандидата».,rewrite,3
OPT-FEEDBACK-HISTORY,optimized,WS-OPTIMIZATION,feedback,History показывает objective contract и hard gate каждого run,History показывает контракт целевых показателей и hard условие допуска каждого run,jargon+mixed_language,medium,Заменить на «контракт целевых показателей». Заменить на «ограничение» / «условие допуска».,rewrite,3
OPT-LOOP-CONTRACT-TUNE,optimized,WS-OPTIMIZATION,loop,Правка контракта → повторная готовность,Правка контракта → повторная готовность,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-LOOP-RUN-MONITOR,optimized,WS-OPTIMIZATION,loop,Запуск → мониторинг → stop/resume,Запуск → мониторинг → stop/resume,none,low,Семантика понятна и не требует переписывания.,keep,5
OPT-LOOP-HISTORY-COMPARE,optimized,WS-OPTIMIZATION,loop,История → анализ → возврат к запуску,История → анализ → возврат к запуску,none,low,Семантика понятна и не требует переписывания.,keep,5
TREE-WS-DIAGNOSTICS,optimized_target,WS-DIAGNOSTICS,tree_entry,Диагностика,Диагностика,none,low,Семантика понятна и не требует переписывания.,keep,5
CUR-DI-LAUNCH,current,WS-DIAGNOSTICS,current_entry,Открыть GUI диагностики,Открыть диагностики,implementation_leak,high,Убрать слово «GUI» из пользовательской подписи.,rewrite,1
