UI_ID,UI_NAME_RU,UI_TYPE,WORKSPACE_ID,WINDOW_ID,SCREEN_IDS,REGION_ID,PARENT_CONTAINER_ID,X_LOCAL_PX,Y_LOCAL_PX,MIN_WIDTH_PX,MIN_HEIGHT_PX,PREFERRED_WIDTH_PX,PREFERRED_HEIGHT_PX,SOURCE_BINDING,RELATED_PAR_ID,VISIBLE_WHEN,ENABLED_WHEN,TOOLTIP_REQUIRED,HELP_REQUIRED,SCROLL_BEHAVIOR,POSITIONING_RULE,RESIZE_RULE,STATE_MODEL,SOURCE_ID
BL-BTN-OPEN-ANIMATOR,Открыть аниматор,secondary_button,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-04;BASELINE-SCR-05;BASELINE-SCR-06;BASELINE-SCR-07,BL-RESULT,BL-RESULT,196,326,141,24,188,32,route.animator_from_baseline,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
BL-TXT-HISTORY-TITLE,История baseline,section_title,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-03;BASELINE-SCR-05;BASELINE-SCR-06,BL-HISTORY,BL-HISTORY,0,0,165,21,220,28,baseline.history.title,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
BL-FLD-COMPARE-MODE,Режим сравнения baseline,combo_box,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-03;BASELINE-SCR-05;BASELINE-SCR-06,BL-HISTORY,BL-HISTORY,236,0,147,24,196,32,baseline.history.compare_mode,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
BL-BTN-RESTORE-HISTORY,Сделать выбранный baseline активным,primary_button,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-03;BASELINE-SCR-05;BASELINE-SCR-06,BL-HISTORY,BL-HISTORY,448,0,165,27,220,36,action.restore_history_baseline,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
BL-BTN-FREEZE-ACTIVE,Заморозить active baseline,secondary_button,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-03;BASELINE-SCR-05;BASELINE-SCR-06,BL-HISTORY,BL-HISTORY,684,0,90,27,120,36,action.freeze_active_baseline,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
BL-TABLE-HISTORY,Таблица истории baseline,data_table,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-03;BASELINE-SCR-05;BASELINE-SCR-06,BL-HISTORY,BL-HISTORY,0,48,390,165,520,220,baseline.history.rows,,Всегда,Всегда,Да,Да,Вертикальная прокрутка таблицы,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Ширина адаптируется к контейнеру; высота фиксирована или скроллируема по правилу контейнера.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
BL-CARD-HISTORY-DETAIL,Карточка выбранного baseline из истории,detail_card,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-03;BASELINE-SCR-05;BASELINE-SCR-06,BL-HISTORY,BL-HISTORY,536,48,201,94,268,126,baseline.history.selected_row,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
BL-CARD-HISTORY-METRICS,График сравнения baseline-метрик,visual_card,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-03;BASELINE-SCR-05;BASELINE-SCR-06,BL-HISTORY,BL-HISTORY,536,190,201,58,268,78,baseline.history.compare_chart,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
BL-BTN-OPEN-HISTORY-ART,Открыть артефакты выбранной строки,secondary_button,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-03;BASELINE-SCR-05;BASELINE-SCR-06,BL-HISTORY,BL-HISTORY,536,274,201,22,268,30,action.open_history_artifacts,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
BL-BADGE-HANDOFF-READY,Готовность handoff в оптимизацию,status_badge,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-02;BASELINE-SCR-03;BASELINE-SCR-05;BASELINE-SCR-06;BASELINE-SCR-07,BL-HANDOFF,BL-HANDOFF,0,0,158,21,210,28,baseline.handoff.ready_state,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
BL-BADGE-ACTIVE-HASH,Hash active baseline contract,badge,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-02;BASELINE-SCR-03;BASELINE-SCR-05;BASELINE-SCR-06;BASELINE-SCR-07,BL-HANDOFF,BL-HANDOFF,226,0,118,21,158,28,baseline.handoff.contract_hash,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
BL-PATH-CONTRACT,Путь к active baseline contract,path_text,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-02;BASELINE-SCR-03;BASELINE-SCR-05;BASELINE-SCR-06;BASELINE-SCR-07,BL-HANDOFF,BL-HANDOFF,0,40,288,21,384,28,baseline.handoff.contract_path,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
BL-TXT-HANDOFF-SNAPSHOT,Snapshot hash и suite hash,info_text,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-02;BASELINE-SCR-03;BASELINE-SCR-05;BASELINE-SCR-06;BASELINE-SCR-07,BL-HANDOFF,BL-HANDOFF,0,78,288,18,384,24,baseline.handoff.snapshot_summary,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
BL-TXT-HANDOFF-BLOCKERS,Blockers передачи в optimization,error_text,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-02;BASELINE-SCR-03;BASELINE-SCR-05;BASELINE-SCR-06;BASELINE-SCR-07,BL-HANDOFF,BL-HANDOFF,0,110,288,36,384,48,baseline.handoff.blockers,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
BL-CARD-HANDOFF-PAYLOAD,Состав handoff payload,detail_card,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-02;BASELINE-SCR-03;BASELINE-SCR-05;BASELINE-SCR-06;BASELINE-SCR-07,BL-HANDOFF,BL-HANDOFF,0,166,288,78,384,104,baseline.handoff.payload_preview,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
BL-BTN-OPEN-OPT,Открыть рабочее пространство оптимизации,primary_button,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-02;BASELINE-SCR-03;BASELINE-SCR-05;BASELINE-SCR-06;BASELINE-SCR-07,BL-HANDOFF,BL-HANDOFF,0,278,172,27,230,36,route.ws_optimization,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
BL-BTN-OPEN-ACTIVE-CONTRACT,Показать active baseline contract,secondary_button,WS-BASELINE,WIN-MAIN-SHELL,BASELINE-SCR-01;BASELINE-SCR-02;BASELINE-SCR-03;BASELINE-SCR-05;BASELINE-SCR-06;BASELINE-SCR-07,BL-HANDOFF,BL-HANDOFF,246,278,104,27,138,36,action.open_active_contract,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-015
OPT-TXT-TITLE,Рабочее пространство «Оптимизация»,title_text,WS-OPTIMIZATION,WIN-MAIN-SHELL,OPT-SCR-01;OPT-SCR-02;OPT-SCR-03;OPT-SCR-04;OPT-SCR-05;OPT-SCR-06;OPT-SCR-07;OPT-SCR-08,OT-HEADER,OT-HEADER,0,4,188,24,250,32,optimization.workspace.title,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-016
OPT-BADGE-BASELINE-ID,Идентификатор active baseline,badge,WS-OPTIMIZATION,WIN-MAIN-SHELL,OPT-SCR-01;OPT-SCR-02;OPT-SCR-03;OPT-SCR-04;OPT-SCR-05;OPT-SCR-06;OPT-SCR-07;OPT-SCR-08,OT-HEADER,OT-HEADER,264,8,156,21,208,28,optimization.baseline.id,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-016
OPT-BADGE-OBJECTIVE-HASH,Hash objective contract,badge,WS-OPTIMIZATION,WIN-MAIN-SHELL,OPT-SCR-01;OPT-SCR-02;OPT-SCR-03;OPT-SCR-04;OPT-SCR-05;OPT-SCR-06;OPT-SCR-07;OPT-SCR-08,OT-HEADER,OT-HEADER,484,8,135,21,180,28,optimization.objective.hash,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-016
